pedido_id,data_pedido,loja,canal_aquisicao,n_itens,categoria_principal,receita_liquida,desconto_aplicado,cliente_id
PED008823,2026-03-08,Barra,Instagram Ads,1,Bebidas Funcionais,9.95,0.25,CLI02560
PED008824,2026-03-12,Centro,Instagram Ads,1,Creatina,113.15,0.18,CLI01152
PED008825,2026-03-03,Centro,Influencer,1,Creatina,107.53,0.19,CLI04331
PED008826,2026-03-15,Centro,Orgânico,4,Barras e Snacks,491.22,0.01,CLI03252
PED008827,2026-03-24,Centro,CRM/Email,3,Creatina,185.67,0.0,CLI02401
PED008828,2026-03-03,Centro,Influencer,1,Bebidas Funcionais,8.47,0.23,CLI04764
PED008829,2026-03-10,Centro,Influencer,2,Vitaminas,52.62,0.18,CLI00360
PED008830,2026-03-13,Barra,Influencer,2,Bebidas Funcionais,19.24,0.17,CLI01593
PED008831,2026-03-05,Shopping Norte,CRM/Email,4,Whey Protein,388.39,0.06,CLI04244
PED008832,2026-03-20,Centro,Orgânico,2,Bebidas Funcionais,22.02,0.06,CLI01309
PED008833,2026-03-25,Centro,Influencer,1,Vitaminas,38.81,0.21,CLI04614
PED008834,2026-03-24,Barra,CRM/Email,1,Bebidas Funcionais,9.5,0.08,CLI04789
PED008835,2026-03-26,Shopping Norte,Orgânico,4,Vitaminas,311.84,0.03,CLI00814
PED008836,2026-03-15,Centro,Busca Paga,3,Barras e Snacks,122.24,0.02,CLI02314
PED008837,2026-03-21,Shopping Norte,Influencer,2,Barras e Snacks,23.87,0.24,CLI03997
PED008838,2026-03-04,Shopping Norte,Orgânico,2,Creatina,156.36,0.01,CLI02659
PED008839,2026-03-09,Centro,CRM/Email,2,Vitaminas,269.58,0.02,CLI02372
PED008840,2026-03-27,Centro,Instagram Ads,1,Vitaminas,45.97,0.21,CLI02690
PED008841,2026-03-02,Centro,Orgânico,3,Bebidas Funcionais,260.1,0.01,CLI00182
PED008842,2026-03-21,Barra,Instagram Ads,2,Creatina,126.24,0.19,CLI00816
PED008843,2026-03-24,Centro,Orgânico,3,Bebidas Funcionais,82.74,0.06,CLI03957
PED008844,2026-03-23,Centro,Instagram Ads,2,Barras e Snacks,23.32,0.2,CLI03493
PED008845,2026-03-02,Shopping Norte,CRM/Email,4,Creatina,494.74,0.02,CLI00026
PED008846,2026-03-13,Barra,Influencer,1,Vitaminas,45.19,0.19,CLI03688
PED008847,2026-03-22,Barra,Influencer,1,Bebidas Funcionais,7.81,0.23,CLI00354
PED008848,2026-03-04,Centro,Influencer,3,Bebidas Funcionais,36.23,0.21,CLI00091
PED008849,2026-03-20,Centro,Orgânico,1,Creatina,130.68,0.07,CLI04469
PED008850,2026-03-07,Barra,Influencer,2,Bebidas Funcionais,24.32,0.16,CLI00968
PED008851,2026-03-24,Shopping Norte,Orgânico,4,Whey Protein,338.33,0.05,CLI01890
PED008852,2026-03-18,Shopping Norte,CRM/Email,2,Creatina,259.62,0.05,CLI04635
PED008853,2026-03-25,Shopping Norte,Instagram Ads,3,Vitaminas,66.97,0.24,CLI02838
PED008854,2026-03-11,Shopping Norte,Influencer,2,Barras e Snacks,29.05,0.2,CLI03543
PED008855,2026-03-15,Shopping Norte,Instagram Ads,1,Vitaminas,53.34,0.15,CLI02359
PED008856,2026-03-15,Shopping Norte,Orgânico,3,Whey Protein,327.44,0.04,CLI01838
PED008857,2026-03-02,Shopping Norte,Instagram Ads,2,Creatina,95.81,0.22,CLI02724
PED008858,2026-03-02,Shopping Norte,Instagram Ads,2,Barras e Snacks,64.47,0.19,CLI00848
PED008859,2026-03-22,Shopping Norte,Influencer,1,Barras e Snacks,11.57,0.23,CLI02023
PED008860,2026-03-21,Shopping Norte,Busca Paga,2,Creatina,132.45,0.04,CLI04985
PED008861,2026-03-11,Shopping Norte,Orgânico,2,Whey Protein,297.04,0.0,CLI03188
PED008862,2026-03-13,Shopping Norte,Orgânico,4,Whey Protein,360.4,0.02,CLI01676
PED008863,2026-03-03,Shopping Norte,Instagram Ads,1,Bebidas Funcionais,11.12,0.15,CLI03165
PED008864,2026-03-20,Shopping Norte,Influencer,1,Barras e Snacks,16.28,0.19,CLI00707
PED008865,2026-03-18,Shopping Norte,Orgânico,3,Creatina,134.57,0.02,CLI04686
PED008866,2026-03-14,Centro,Busca Paga,2,Whey Protein,296.02,0.04,CLI00988
PED008867,2026-03-18,Barra,CRM/Email,2,Creatina,316.4,0.04,CLI03738
PED008868,2026-03-12,Barra,Influencer,1,Bebidas Funcionais,9.94,0.23,CLI04383
PED008869,2026-03-15,Barra,Instagram Ads,1,Barras e Snacks,14.62,0.16,CLI04632
PED008870,2026-03-19,Shopping Norte,Orgânico,3,Vitaminas,226.02,0.02,CLI03649
PED008871,2026-03-16,Barra,Orgânico,3,Bebidas Funcionais,196.4,0.03,CLI04977
PED008872,2026-03-17,Centro,Orgânico,2,Whey Protein,329.03,0.05,CLI00461
PED008873,2026-03-04,Shopping Norte,Orgânico,2,Bebidas Funcionais,149.01,0.02,CLI04537
PED008874,2026-03-10,Centro,CRM/Email,3,Vitaminas,280.14,0.04,CLI04182
PED008875,2026-03-16,Shopping Norte,Instagram Ads,2,Bebidas Funcionais,19.46,0.19,CLI01096
PED008876,2026-03-25,Centro,Busca Paga,2,Creatina,259.92,0.04,CLI04596
PED008877,2026-03-15,Barra,Instagram Ads,1,Bebidas Funcionais,9.36,0.24,CLI01944
PED008878,2026-03-06,Centro,Orgânico,1,Creatina,136.36,0.08,CLI04129
PED008879,2026-03-11,Centro,Orgânico,1,Bebidas Funcionais,9.0,0.07,CLI01644
PED008880,2026-03-26,Barra,Busca Paga,3,Vitaminas,339.59,0.04,CLI03999
PED008881,2026-03-08,Shopping Norte,Orgânico,2,Bebidas Funcionais,28.4,0.05,CLI02516
PED008882,2026-03-04,Shopping Norte,CRM/Email,3,Whey Protein,445.86,0.05,CLI02400
PED008883,2026-03-25,Barra,Orgânico,2,Barras e Snacks,36.15,0.04,CLI03843
PED008884,2026-03-18,Shopping Norte,Influencer,1,Bebidas Funcionais,8.57,0.25,CLI04452
PED008885,2026-03-14,Shopping Norte,Instagram Ads,2,Bebidas Funcionais,21.98,0.19,CLI03144
PED008886,2026-03-01,Barra,Influencer,1,Barras e Snacks,16.45,0.2,CLI03588
PED008887,2026-03-25,Shopping Norte,Instagram Ads,1,Barras e Snacks,15.14,0.25,CLI03576
PED008888,2026-03-18,Shopping Norte,CRM/Email,2,Vitaminas,246.11,0.06,CLI04641
PED008889,2026-03-11,Shopping Norte,Orgânico,4,Bebidas Funcionais,263.38,0.01,CLI00894
PED008890,2026-03-11,Centro,Instagram Ads,2,Vitaminas,56.78,0.21,CLI03731
PED008891,2026-03-27,Shopping Norte,Busca Paga,1,Bebidas Funcionais,11.65,0.01,CLI03134
PED008892,2026-03-14,Centro,Influencer,1,Barras e Snacks,13.12,0.21,CLI02793
PED008893,2026-03-06,Centro,CRM/Email,3,Whey Protein,287.86,0.02,CLI02470
PED008894,2026-03-23,Barra,Instagram Ads,2,Barras e Snacks,58.8,0.19,CLI01150
PED008895,2026-03-25,Shopping Norte,Influencer,3,Creatina,120.91,0.2,CLI04349
PED008896,2026-03-14,Centro,Instagram Ads,1,Barras e Snacks,14.04,0.22,CLI00170
PED008897,2026-03-24,Barra,Influencer,3,Barras e Snacks,78.54,0.25,CLI02434
PED008898,2026-03-13,Barra,Influencer,2,Barras e Snacks,32.05,0.15,CLI00974
PED008899,2026-03-17,Centro,Busca Paga,1,Whey Protein,166.74,0.02,CLI01670
PED008900,2026-03-22,Shopping Norte,Instagram Ads,1,Whey Protein,185.61,0.17,CLI03361
PED008901,2026-03-27,Shopping Norte,Instagram Ads,1,Barras e Snacks,13.15,0.22,CLI02038
PED008902,2026-03-21,Barra,Instagram Ads,2,Bebidas Funcionais,20.62,0.15,CLI01376
PED008903,2026-03-04,Shopping Norte,Instagram Ads,2,Whey Protein,296.16,0.2,CLI01987
PED008904,2026-03-10,Shopping Norte,Orgânico,3,Whey Protein,433.98,0.03,CLI02905
PED008905,2026-03-18,Centro,Orgânico,2,Whey Protein,210.51,0.01,CLI01419
PED008906,2026-03-09,Shopping Norte,Busca Paga,1,Creatina,142.89,0.06,CLI02749
PED008907,2026-03-13,Shopping Norte,Instagram Ads,1,Vitaminas,48.66,0.21,CLI00526
PED008908,2026-03-20,Centro,Instagram Ads,1,Bebidas Funcionais,7.21,0.25,CLI00568
PED008909,2026-03-07,Barra,Instagram Ads,3,Vitaminas,85.35,0.16,CLI03775
PED008910,2026-03-13,Centro,Busca Paga,1,Vitaminas,51.39,0.04,CLI01926
PED008911,2026-03-18,Shopping Norte,Instagram Ads,2,Barras e Snacks,27.76,0.18,CLI01198
PED008912,2026-03-07,Shopping Norte,Orgânico,1,Whey Protein,174.2,0.06,CLI02786
PED008913,2026-03-02,Shopping Norte,Busca Paga,2,Vitaminas,129.62,0.02,CLI04010
PED008914,2026-03-14,Barra,Instagram Ads,1,Barras e Snacks,14.31,0.2,CLI04451
PED008915,2026-03-16,Shopping Norte,Influencer,1,Bebidas Funcionais,10.3,0.23,CLI04969
PED008916,2026-03-21,Shopping Norte,Instagram Ads,1,Whey Protein,172.82,0.22,CLI01845
PED008917,2026-03-15,Shopping Norte,CRM/Email,4,Creatina,616.26,0.03,CLI01339
PED008918,2026-03-21,Centro,Orgânico,2,Vitaminas,114.26,0.05,CLI01852
PED008919,2026-03-02,Barra,CRM/Email,2,Bebidas Funcionais,162.94,0.03,CLI03156
PED008920,2026-03-25,Centro,Busca Paga,2,Creatina,263.27,0.04,CLI03674
PED008921,2026-03-09,Centro,Influencer,1,Barras e Snacks,12.35,0.16,CLI03128
PED008922,2026-03-16,Barra,CRM/Email,3,Creatina,357.79,0.07,CLI02704
PED008923,2026-03-06,Barra,Instagram Ads,1,Whey Protein,140.28,0.22,CLI04472
PED008924,2026-03-06,Centro,CRM/Email,2,Whey Protein,166.21,0.04,CLI01785
PED008925,2026-03-08,Barra,Influencer,1,Barras e Snacks,17.35,0.18,CLI00159
PED008926,2026-03-04,Barra,CRM/Email,2,Creatina,135.26,0.07,CLI01504
PED008927,2026-03-05,Shopping Norte,Instagram Ads,2,Barras e Snacks,22.55,0.18,CLI00313
PED008928,2026-03-25,Centro,CRM/Email,1,Bebidas Funcionais,10.93,0.08,CLI00661
PED008929,2026-03-07,Shopping Norte,Orgânico,4,Barras e Snacks,238.38,0.04,CLI04109
PED008930,2026-03-21,Centro,Instagram Ads,1,Barras e Snacks,13.12,0.23,CLI03769
PED008931,2026-03-17,Shopping Norte,Busca Paga,2,Vitaminas,56.93,0.05,CLI01780
PED008932,2026-03-05,Shopping Norte,Influencer,3,Vitaminas,200.91,0.21,CLI04518
PED008933,2026-03-19,Centro,Busca Paga,1,Bebidas Funcionais,9.45,0.06,CLI03254
PED008934,2026-03-22,Shopping Norte,Instagram Ads,1,Barras e Snacks,13.35,0.23,CLI01665
PED008935,2026-03-02,Barra,Instagram Ads,1,Barras e Snacks,16.45,0.22,CLI01822
PED008936,2026-03-19,Barra,Influencer,2,Creatina,132.96,0.2,CLI02420
PED008937,2026-03-23,Barra,CRM/Email,3,Whey Protein,349.3,0.06,CLI03947
PED008938,2026-03-24,Centro,CRM/Email,3,Whey Protein,438.9,0.03,CLI00034
PED008939,2026-03-19,Shopping Norte,Influencer,1,Creatina,95.12,0.19,CLI04890
PED008940,2026-03-15,Centro,Orgânico,1,Whey Protein,167.84,0.03,CLI01257
PED008941,2026-03-17,Barra,Influencer,1,Vitaminas,44.32,0.17,CLI04196
PED008942,2026-03-17,Shopping Norte,Orgânico,2,Vitaminas,64.34,0.05,CLI04379
PED008943,2026-03-22,Barra,Instagram Ads,1,Barras e Snacks,13.77,0.24,CLI01907
PED008944,2026-03-22,Centro,Influencer,2,Barras e Snacks,28.68,0.18,CLI00935
PED008945,2026-03-20,Centro,CRM/Email,2,Whey Protein,211.1,0.05,CLI02108
PED008946,2026-03-23,Centro,CRM/Email,1,Vitaminas,49.03,0.04,CLI04389
PED008947,2026-03-05,Centro,CRM/Email,4,Bebidas Funcionais,159.86,0.01,CLI04188
PED008948,2026-03-05,Barra,Instagram Ads,1,Bebidas Funcionais,11.45,0.17,CLI04897
PED008949,2026-03-15,Shopping Norte,Instagram Ads,1,Vitaminas,53.43,0.17,CLI04073
PED008950,2026-03-08,Shopping Norte,Influencer,3,Bebidas Funcionais,33.67,0.23,CLI01232
PED008951,2026-03-11,Shopping Norte,Instagram Ads,1,Vitaminas,47.23,0.23,CLI02380
PED008952,2026-03-11,Centro,CRM/Email,2,Vitaminas,249.41,0.03,CLI01443
PED008953,2026-03-25,Centro,Orgânico,1,Whey Protein,209.3,0.02,CLI00203
PED008954,2026-03-20,Barra,CRM/Email,1,Whey Protein,206.05,0.06,CLI00845
PED008955,2026-03-02,Barra,CRM/Email,3,Barras e Snacks,312.62,0.04,CLI03381
PED008956,2026-03-04,Shopping Norte,Busca Paga,4,Bebidas Funcionais,286.36,0.05,CLI04583
PED008957,2026-03-18,Shopping Norte,CRM/Email,2,Whey Protein,172.7,0.04,CLI00825
PED008958,2026-03-04,Shopping Norte,Influencer,1,Bebidas Funcionais,9.05,0.17,CLI03893
PED008959,2026-03-09,Centro,Influencer,2,Vitaminas,58.74,0.24,CLI02428
PED008960,2026-03-11,Shopping Norte,Busca Paga,1,Whey Protein,148.08,0.02,CLI01131
PED008961,2026-03-17,Shopping Norte,Busca Paga,4,Barras e Snacks,306.08,0.04,CLI04945
PED008962,2026-03-21,Shopping Norte,Busca Paga,4,Whey Protein,540.48,0.0,CLI04288
PED008963,2026-03-01,Centro,CRM/Email,3,Bebidas Funcionais,188.3,0.03,CLI02279
PED008964,2026-03-05,Centro,Instagram Ads,1,Whey Protein,172.87,0.15,CLI02881
PED008965,2026-03-11,Barra,Influencer,1,Bebidas Funcionais,11.96,0.16,CLI03531
PED008966,2026-03-15,Shopping Norte,Busca Paga,4,Barras e Snacks,227.49,0.04,CLI01461
PED008967,2026-03-15,Centro,Instagram Ads,2,Creatina,165.09,0.17,CLI02419
PED008968,2026-03-22,Centro,Orgânico,3,Creatina,349.35,0.05,CLI00989
PED008969,2026-03-27,Centro,CRM/Email,1,Creatina,138.04,0.04,CLI00591
PED008970,2026-03-06,Centro,Instagram Ads,1,Barras e Snacks,11.06,0.23,CLI01768
PED008971,2026-03-15,Centro,Orgânico,2,Vitaminas,194.45,0.03,CLI03019
PED008972,2026-03-10,Shopping Norte,Busca Paga,4,Creatina,333.21,0.08,CLI00992
PED008973,2026-03-25,Centro,Orgânico,2,Vitaminas,162.88,0.02,CLI01665
PED008974,2026-03-05,Shopping Norte,Influencer,1,Bebidas Funcionais,10.43,0.16,CLI04577
PED008975,2026-03-10,Centro,Instagram Ads,2,Barras e Snacks,27.58,0.2,CLI04316
PED008976,2026-03-04,Centro,Influencer,1,Whey Protein,153.59,0.21,CLI02721
PED008977,2026-03-11,Centro,Orgânico,4,Whey Protein,291.92,0.03,CLI04025
PED008978,2026-03-15,Barra,Influencer,2,Barras e Snacks,62.97,0.22,CLI04948
PED008979,2026-03-15,Barra,Orgânico,2,Whey Protein,381.95,0.08,CLI00798
PED008980,2026-03-10,Shopping Norte,Busca Paga,4,Creatina,274.3,0.02,CLI00693
PED008981,2026-03-24,Shopping Norte,Influencer,2,Barras e Snacks,26.66,0.19,CLI04007
PED008982,2026-03-14,Barra,Orgânico,2,Vitaminas,250.64,0.08,CLI04164
PED008983,2026-03-07,Shopping Norte,Busca Paga,2,Creatina,283.72,0.05,CLI04257
PED008984,2026-03-04,Barra,Influencer,2,Barras e Snacks,26.5,0.16,CLI00356
PED008985,2026-03-19,Centro,Instagram Ads,3,Bebidas Funcionais,135.53,0.19,CLI01019
PED008986,2026-03-19,Centro,Instagram Ads,3,Whey Protein,189.52,0.17,CLI01371
PED008987,2026-03-27,Centro,Orgânico,2,Barras e Snacks,128.3,0.04,CLI04212
PED008988,2026-03-07,Centro,Busca Paga,4,Creatina,373.35,0.04,CLI01403
PED008989,2026-03-21,Barra,Orgânico,4,Creatina,521.16,0.07,CLI02709
PED008990,2026-03-05,Shopping Norte,Orgânico,1,Whey Protein,170.55,0.04,CLI04519
PED008991,2026-03-22,Centro,Instagram Ads,2,Creatina,108.04,0.18,CLI04835
PED008992,2026-03-15,Barra,CRM/Email,1,Vitaminas,54.05,0.01,CLI01138
PED008993,2026-03-05,Shopping Norte,Influencer,2,Barras e Snacks,23.7,0.24,CLI01380
PED008994,2026-03-03,Barra,Busca Paga,1,Whey Protein,168.09,0.02,CLI04219
PED008995,2026-03-07,Barra,Busca Paga,3,Creatina,205.69,0.04,CLI00380
PED008996,2026-03-02,Shopping Norte,Instagram Ads,1,Barras e Snacks,14.31,0.15,CLI00512
PED008997,2026-03-17,Shopping Norte,Influencer,2,Vitaminas,51.06,0.24,CLI01257
PED008998,2026-03-25,Shopping Norte,Busca Paga,2,Vitaminas,242.32,0.07,CLI01618
PED008999,2026-03-23,Shopping Norte,Influencer,2,Vitaminas,59.49,0.21,CLI03876
PED009000,2026-03-20,Shopping Norte,Influencer,2,Creatina,217.01,0.22,CLI03878
PED009001,2026-03-09,Centro,Busca Paga,2,Whey Protein,231.35,0.01,CLI02199
PED009002,2026-03-13,Shopping Norte,Orgânico,4,Barras e Snacks,445.57,0.04,CLI03276
PED009003,2026-03-16,Shopping Norte,Busca Paga,3,Vitaminas,217.66,0.04,CLI01040
PED009004,2026-03-25,Barra,Instagram Ads,1,Bebidas Funcionais,10.91,0.21,CLI04972
PED009005,2026-03-24,Centro,Orgânico,3,Barras e Snacks,208.64,0.05,CLI03935
PED009006,2026-03-05,Barra,Busca Paga,4,Vitaminas,596.99,0.02,CLI01456
PED009007,2026-03-16,Barra,Orgânico,1,Vitaminas,52.26,0.01,CLI02941
PED009008,2026-03-01,Shopping Norte,Orgânico,3,Barras e Snacks,290.41,0.06,CLI01424
PED009009,2026-03-15,Centro,Influencer,1,Bebidas Funcionais,8.49,0.17,CLI00219
PED009010,2026-03-19,Centro,Busca Paga,2,Barras e Snacks,148.81,0.04,CLI02564
PED009011,2026-03-16,Shopping Norte,Influencer,2,Barras e Snacks,134.81,0.18,CLI00256
PED009012,2026-03-24,Shopping Norte,Instagram Ads,2,Whey Protein,167.76,0.23,CLI01761
PED009013,2026-03-15,Shopping Norte,Busca Paga,2,Vitaminas,155.44,0.03,CLI00368
PED009014,2026-03-10,Barra,Influencer,1,Whey Protein,136.31,0.16,CLI03715
PED009015,2026-03-16,Barra,Instagram Ads,1,Barras e Snacks,15.9,0.18,CLI01081
PED009016,2026-03-12,Shopping Norte,Instagram Ads,1,Bebidas Funcionais,9.22,0.2,CLI03594
PED009017,2026-03-08,Shopping Norte,Influencer,1,Barras e Snacks,17.23,0.2,CLI03185
PED009018,2026-03-21,Barra,Orgânico,4,Whey Protein,484.39,0.06,CLI02547
PED009019,2026-03-06,Shopping Norte,Influencer,3,Whey Protein,198.47,0.21,CLI01754
PED009020,2026-03-05,Centro,Busca Paga,3,Bebidas Funcionais,215.25,0.06,CLI03997
PED009021,2026-03-06,Shopping Norte,Influencer,1,Barras e Snacks,14.0,0.22,CLI02147
PED009022,2026-03-15,Barra,Busca Paga,3,Creatina,348.49,0.06,CLI03597
PED009023,2026-03-21,Barra,Instagram Ads,1,Creatina,83.31,0.25,CLI04536
PED009024,2026-03-13,Barra,Influencer,2,Vitaminas,59.68,0.21,CLI02710
PED009025,2026-03-24,Barra,Instagram Ads,1,Barras e Snacks,17.76,0.16,CLI04208
PED009026,2026-03-06,Shopping Norte,Instagram Ads,3,Bebidas Funcionais,107.1,0.24,CLI02439
PED009027,2026-03-14,Shopping Norte,Influencer,1,Creatina,106.04,0.18,CLI00788
PED009028,2026-03-12,Centro,Influencer,3,Barras e Snacks,192.97,0.2,CLI01254
PED009029,2026-03-05,Centro,Influencer,3,Whey Protein,264.95,0.2,CLI03215
PED009030,2026-03-09,Shopping Norte,CRM/Email,4,Vitaminas,348.13,0.07,CLI04905
PED009031,2026-03-07,Barra,Instagram Ads,3,Creatina,152.37,0.22,CLI00720
PED009032,2026-03-01,Centro,Instagram Ads,1,Barras e Snacks,15.3,0.17,CLI03397
PED009033,2026-03-02,Shopping Norte,Orgânico,4,Vitaminas,193.68,0.07,CLI04711
PED009034,2026-03-24,Shopping Norte,Instagram Ads,2,Whey Protein,142.01,0.23,CLI03598
PED009035,2026-03-19,Barra,Influencer,3,Bebidas Funcionais,27.1,0.22,CLI04186
PED009036,2026-03-23,Centro,Influencer,1,Vitaminas,43.33,0.15,CLI00192
PED009037,2026-03-19,Shopping Norte,Busca Paga,1,Creatina,101.23,0.05,CLI03112
PED009038,2026-03-02,Shopping Norte,Busca Paga,2,Whey Protein,193.99,0.04,CLI02163
PED009039,2026-03-06,Centro,Busca Paga,1,Barras e Snacks,18.91,0.06,CLI03260
PED009040,2026-03-09,Barra,Busca Paga,4,Barras e Snacks,275.42,0.06,CLI01939
PED009041,2026-03-10,Shopping Norte,Orgânico,2,Whey Protein,208.29,0.01,CLI01244
PED009042,2026-03-10,Shopping Norte,Busca Paga,1,Whey Protein,176.64,0.07,CLI04719
PED009043,2026-03-05,Shopping Norte,Influencer,1,Barras e Snacks,14.13,0.23,CLI03600
PED009044,2026-03-21,Barra,Orgânico,2,Whey Protein,337.49,0.06,CLI02530
PED009045,2026-03-02,Barra,Influencer,1,Bebidas Funcionais,9.9,0.25,CLI00342
PED009046,2026-03-16,Shopping Norte,Busca Paga,2,Whey Protein,274.36,0.01,CLI03863
PED009047,2026-03-22,Centro,Influencer,2,Bebidas Funcionais,20.92,0.25,CLI01124
PED009048,2026-03-18,Shopping Norte,CRM/Email,2,Whey Protein,308.93,0.06,CLI03736
PED009049,2026-03-01,Centro,Orgânico,3,Whey Protein,369.94,0.04,CLI01117
PED009050,2026-03-21,Centro,Instagram Ads,1,Barras e Snacks,15.35,0.2,CLI00584
PED009051,2026-03-18,Shopping Norte,Orgânico,4,Whey Protein,452.57,0.04,CLI00268
PED009052,2026-03-04,Centro,Instagram Ads,1,Barras e Snacks,15.74,0.24,CLI01414
PED009053,2026-03-13,Centro,Busca Paga,2,Creatina,175.94,0.02,CLI03927
PED009054,2026-03-23,Shopping Norte,Orgânico,3,Bebidas Funcionais,321.03,0.05,CLI01437
PED009055,2026-03-01,Centro,Influencer,1,Bebidas Funcionais,8.24,0.24,CLI04200
PED009056,2026-03-26,Centro,CRM/Email,2,Barras e Snacks,72.4,0.07,CLI02504
PED009057,2026-03-25,Centro,Orgânico,2,Vitaminas,261.88,0.07,CLI00127
PED009058,2026-03-16,Shopping Norte,Busca Paga,2,Creatina,254.29,0.05,CLI03820
PED009059,2026-03-02,Shopping Norte,Orgânico,2,Whey Protein,168.47,0.07,CLI02249
PED009060,2026-03-20,Barra,Busca Paga,2,Barras e Snacks,82.81,0.01,CLI03045
PED009061,2026-03-05,Centro,Orgânico,2,Creatina,235.49,0.03,CLI02630
PED009062,2026-03-26,Barra,Influencer,2,Barras e Snacks,23.01,0.25,CLI01504
PED009063,2026-03-15,Shopping Norte,Influencer,3,Bebidas Funcionais,39.14,0.18,CLI00080
PED009064,2026-03-25,Shopping Norte,Busca Paga,2,Whey Protein,214.59,0.02,CLI00597
PED009065,2026-03-01,Centro,Busca Paga,3,Barras e Snacks,236.79,0.05,CLI00778
PED009066,2026-03-06,Shopping Norte,Instagram Ads,1,Barras e Snacks,13.72,0.2,CLI02213
PED009067,2026-03-16,Shopping Norte,Busca Paga,4,Barras e Snacks,215.56,0.07,CLI03645
PED009068,2026-03-23,Barra,CRM/Email,2,Creatina,157.69,0.01,CLI02454
PED009069,2026-03-01,Shopping Norte,Instagram Ads,2,Barras e Snacks,33.38,0.17,CLI04704
PED009070,2026-03-22,Centro,Orgânico,2,Whey Protein,260.75,0.0,CLI03217
PED009071,2026-03-05,Centro,Instagram Ads,1,Barras e Snacks,13.78,0.17,CLI00021
PED009072,2026-03-11,Centro,Orgânico,1,Vitaminas,51.98,0.03,CLI04773
PED009073,2026-03-25,Shopping Norte,Instagram Ads,1,Creatina,120.1,0.2,CLI02984
PED009074,2026-03-12,Shopping Norte,Instagram Ads,1,Barras e Snacks,13.86,0.2,CLI01698
PED009075,2026-03-16,Shopping Norte,Influencer,1,Bebidas Funcionais,8.49,0.21,CLI01722
PED009076,2026-03-09,Shopping Norte,Instagram Ads,1,Creatina,105.2,0.23,CLI00033
PED009077,2026-03-16,Centro,Influencer,2,Vitaminas,89.99,0.17,CLI04674
PED009078,2026-03-04,Barra,Instagram Ads,1,Barras e Snacks,17.77,0.17,CLI02439
PED009079,2026-03-17,Shopping Norte,Instagram Ads,2,Bebidas Funcionais,21.17,0.18,CLI01915
PED009080,2026-03-01,Centro,Orgânico,4,Bebidas Funcionais,315.35,0.05,CLI00142
PED009081,2026-03-22,Barra,CRM/Email,1,Whey Protein,206.78,0.05,CLI01984
PED009082,2026-03-21,Barra,Orgânico,1,Vitaminas,49.1,0.03,CLI00566
PED009083,2026-03-19,Centro,Orgânico,1,Whey Protein,192.13,0.06,CLI02116
PED009084,2026-03-14,Shopping Norte,Influencer,1,Creatina,89.14,0.23,CLI04615
PED009085,2026-03-09,Barra,Instagram Ads,1,Bebidas Funcionais,9.6,0.2,CLI00681
PED009086,2026-03-26,Centro,CRM/Email,1,Creatina,134.72,0.05,CLI01715
PED009087,2026-03-25,Centro,Orgânico,1,Whey Protein,200.09,0.03,CLI04856
PED009088,2026-03-21,Shopping Norte,CRM/Email,2,Vitaminas,104.69,0.04,CLI00892
PED009089,2026-03-26,Centro,Influencer,2,Bebidas Funcionais,24.99,0.22,CLI04445
PED009090,2026-03-04,Shopping Norte,Orgânico,2,Bebidas Funcionais,69.05,0.07,CLI02670
PED009091,2026-03-07,Centro,Busca Paga,2,Creatina,264.39,0.02,CLI03657
PED009092,2026-03-10,Centro,Instagram Ads,2,Barras e Snacks,64.02,0.24,CLI03761
PED009093,2026-03-02,Centro,CRM/Email,2,Whey Protein,378.29,0.02,CLI01989
PED009094,2026-03-24,Centro,Busca Paga,2,Barras e Snacks,62.86,0.06,CLI01867
PED009095,2026-03-08,Shopping Norte,Orgânico,3,Vitaminas,185.17,0.04,CLI03646
PED009096,2026-03-07,Shopping Norte,CRM/Email,1,Whey Protein,146.66,0.04,CLI03150
PED009097,2026-03-19,Centro,CRM/Email,3,Barras e Snacks,179.05,0.01,CLI00362
PED009098,2026-03-25,Centro,Busca Paga,3,Barras e Snacks,187.39,0.05,CLI00046
PED009099,2026-03-07,Shopping Norte,Influencer,3,Barras e Snacks,43.29,0.18,CLI03662
PED009100,2026-03-15,Barra,Instagram Ads,1,Barras e Snacks,12.59,0.19,CLI00516
PED009101,2026-03-18,Shopping Norte,Orgânico,2,Barras e Snacks,218.08,0.01,CLI04525
PED009102,2026-03-15,Centro,Influencer,3,Barras e Snacks,74.32,0.22,CLI04300
PED009103,2026-03-22,Barra,Busca Paga,2,Whey Protein,417.09,0.05,CLI04055
PED009104,2026-03-27,Centro,Influencer,2,Barras e Snacks,26.01,0.21,CLI02797
PED009105,2026-03-10,Shopping Norte,CRM/Email,4,Vitaminas,384.59,0.04,CLI02634
PED009106,2026-03-10,Centro,Orgânico,1,Whey Protein,168.4,0.05,CLI04864
